CNN,Active,X,Y,GISObjectID,Latitude,Longitude,DateInsert,DateUpdate,streetname,cross_street
27539000,1,5989332.033,2113339.629,306177,37.7822123,-122.48059,00:00.0,00:00.0,21ST AVE,CLEMENT ST
27537000,1,5989357.42,2112635.424,306175,37.78028022,-122.4804506,00:00.0,00:00.0,21ST AVE,GEARY BLVD
27531000,1,5989383.121,2111935.489,306169,37.77835989,-122.4803105,00:00.0,00:00.0,21ST AVE,ANZA ST
27529000,1,5989407.817,2111256.712,306167,37.77649759,-122.4801753,00:00.0,00:00.0,21ST AVE,BALBOA ST
27509000,1,5989432.553,2110576.855,306149,37.77463233,-122.48004,00:00.0,00:00.0,21ST AVE,CABRILLO ST
27508000,1,5989457.309,2109896.45,306148,37.77276557,-122.4799046,00:00.0,00:00.0,21ST AVE,FULTON ST
27378000,1,5989546.47,2107194.154,306023,37.76535098,-122.4793984,00:00.0,00:00.0,21ST AVE,LINCOLN WAY
27376000,1,5989570.087,2106507.651,306021,37.7634674,-122.4792665,00:00.0,00:00.0,21ST AVE,IRVING ST
27370000,1,5989593.428,2105829.196,306015,37.7616059,-122.4791362,00:00.0,00:00.0,21ST AVE,JUDAH ST
27368000,1,5989616.841,2105148.192,306013,37.75973741,-122.4790054,00:00.0,00:00.0,21ST AVE,KIRKHAM ST
27346000,1,5989640.303,2104468.525,305991,37.75787259,-122.4788745,00:00.0,00:00.0,21ST AVE,LAWTON ST
27344000,1,5989663.607,2103791.001,305989,37.75601364,-122.4787444,00:00.0,00:00.0,21ST AVE,MORAGA ST
27339000,1,5989686.42,2103110.232,305984,37.75414575,-122.4786157,00:00.0,00:00.0,21ST AVE,NORIEGA ST
27337000,1,5989709.542,2102430.91,305982,37.75228186,-122.4784861,00:00.0,00:00.0,21ST AVE,ORTEGA ST
23212000,1,5989733.395,2101750.741,302549,37.75041568,-122.4783538,00:00.0,00:00.0,21ST AVE,PACHECO ST
23211000,1,5989756.529,2101071.094,302548,37.74855089,-122.4782242,00:00.0,00:00.0,21ST AVE,QUINTARA ST
23208000,1,5989779.673,2100391.133,302545,37.74668524,-122.4780944,00:00.0,00:00.0,21ST AVE,RIVERA ST
23200000,1,5989802.224,2099712.204,302537,37.74482239,-122.4779668,00:00.0,00:00.0,21ST AVE,SANTIAGO ST
23198000,1,5989825.605,2099031.81,302535,37.74295556,-122.4778362,00:00.0,00:00.0,21ST AVE,TARAVAL ST
23172000,1,5989849.701,2098352.063,302509,37.74109055,-122.4777033,00:00.0,00:00.0,21ST AVE,ULLOA ST
23170000,1,5989872.779,2097674.025,302507,37.73923017,-122.4775739,00:00.0,00:00.0,21ST AVE,VICENTE ST
23169000,1,5989895.978,2096992.453,302506,37.7373601,-122.4774439,00:00.0,00:00.0,21ST AVE,WAWONA ST
23163000,1,5989979.848,2095991.881,302500,37.73461765,-122.4770808,00:00.0,00:00.0,21ST AVE,SLOAT BLVD
23085000,1,5990003.381,2095275.121,302435,37.73265097,-122.4769471,00:00.0,00:00.0,21ST AVE,OCEAN AVE
23084000,1,5990022.708,2094714.787,302434,37.73111356,-122.4768394,00:00.0,00:00.0,21ST AVE,EUCALYPTUS DR
33072000,1,6011316.719,2104169.561,307018,37.75828656,-122.4038869,00:00.0,00:00.0,21ST ST,VERMONT ST
51741000,1,6011036.885,2104154.059,309154,37.75822836,-122.4048536,00:00.0,00:00.0,21ST ST,SAN BRUNO AVE
24000000,1,6010470.951,2103995.757,303237,37.75776204,-122.4067997,00:00.0,00:00.0,21ST ST,POTRERO AVE
23968000,1,6010194.583,2103980.557,303205,37.75770484,-122.4077545,00:00.0,00:00.0,21ST ST,HAMPSHIRE ST
23972000,1,6009934.981,2103966.279,303209,37.7576511,-122.4086513,00:00.0,00:00.0,21ST ST,YORK ST
23973000,1,6009663.725,2103951.361,303210,37.75759494,-122.4095883,00:00.0,00:00.0,21ST ST,BRYANT ST
23995000,1,6009392.138,2103936.424,303232,37.75753871,-122.4105265,00:00.0,00:00.0,21ST ST,FLORIDA ST
23996000,1,6009132.24,2103922.131,303233,37.75748489,-122.4114244,00:00.0,00:00.0,21ST ST,ALABAMA ST
23998000,1,6008864.86,2103907.425,303235,37.75742951,-122.412348,00:00.0,00:00.0,21ST ST,HARRISON ST
23999000,1,6008546.779,2103889.869,303236,37.75736345,-122.4134469,00:00.0,00:00.0,21ST ST,TREAT AVE
24079000,1,6008229.913,2103872.379,303312,37.75729763,-122.4145415,00:00.0,00:00.0,21ST ST,FOLSOM ST
24080000,1,6007915.907,2103855.047,303313,37.7572324,-122.4156262,00:00.0,00:00.0,21ST ST,SHOTWELL ST
24083000,1,6007599.393,2103837.577,303316,37.75716663,-122.4167196,00:00.0,00:00.0,21ST ST,SOUTH VAN NESS AVE
24084000,1,6007283.193,2103820.124,303317,37.75710092,-122.4178119,00:00.0,00:00.0,21ST ST,CAPP ST
24113000,1,6006967.913,2103802.722,303342,37.75703539,-122.418901,00:00.0,00:00.0,21ST ST,MISSION ST
24147000,1,6006739.778,2103790.13,303374,37.75698796,-122.4196891,00:00.0,00:00.0,21ST ST,SAN CARLOS ST
24114000,1,6006646.57,2103784.986,303343,37.75696859,-122.4200111,00:00.0,00:00.0,21ST ST,BARTLETT ST
24121000,1,6006551.839,2103779.757,303350,37.75694889,-122.4203383,00:00.0,00:00.0,21ST ST,LEXINGTON ST
24119000,1,6006326.276,2103767.307,303348,37.756902,-122.4211175,00:00.0,00:00.0,21ST ST,VALENCIA ST
25627000,1,6005685.635,2103731.946,304479,37.75676877,-122.4233306,00:00.0,00:00.0,21ST ST,GUERRERO ST
25628000,1,6005516.982,2103722.637,304480,37.75673369,-122.4239132,00:00.0,00:00.0,21ST ST,AMES ST
25629000,1,6005363.715,2103714.178,304481,37.75670181,-122.4244427,00:00.0,00:00.0,21ST ST,FAIR OAKS ST
25634000,1,6005209.049,2103705.641,304485,37.75666963,-122.4249769,00:00.0,00:00.0,21ST ST,QUANE ST
25635000,1,6005025.149,2103695.49,304486,37.75663137,-122.4256122,00:00.0,00:00.0,21ST ST,DOLORES ST
25661000,1,6004685.015,2103676.716,304510,37.7565606,-122.4267872,00:00.0,00:00.0,21ST ST,CHATTANOOGA ST
25663000,1,6004365.303,2103659.07,304512,37.75649406,-122.4278916,00:00.0,00:00.0,21ST ST,CHURCH ST
25669000,1,6003721.606,2103623.54,304517,37.75636007,-122.4301152,00:00.0,00:00.0,21ST ST,SANCHEZ ST
25751000,1,6003242.49,2103597.095,304590,37.75626031,-122.4317703,00:00.0,00:00.0,21ST ST,RAYBURN ST
25749000,1,6003080.149,2103588.135,304588,37.7562265,-122.4323311,00:00.0,00:00.0,21ST ST,NOE ST
25754000,1,6002438.921,2103552.742,304593,37.75609294,-122.4345461,00:00.0,00:00.0,21ST ST,CASTRO ST
25772000,1,6002129.063,2103554.883,304611,37.75608123,-122.4356179,00:00.0,00:00.0,21ST ST,COLLINGWOOD ST
35059000,1,6002107.887,2103539.432,309994,37.7560376,-122.43569,00:00.0,00:00.0,21ST ST,COLLINGWOOD ST
25774000,1,6001802.813,2103519.591,304613,37.75596579,-122.4367436,00:00.0,00:00.0,21ST ST,DIAMOND ST
25780000,1,6001495.96,2103499.323,304619,37.75589269,-122.4378034,00:00.0,00:00.0,21ST ST,EUREKA ST
25776000,1,6001503.169,2103370.97,304615,37.75554068,-122.4377692,00:00.0,00:00.0,21ST ST,EUREKA ST
26090000,1,6001185.844,2103338.555,304893,37.75543362,-122.4388643,00:00.0,00:00.0,21ST ST,DOUGLASS ST \ ROMAIN ST
26091000,1,6000846.632,2103270.985,304894,37.75522879,-122.4400326,00:00.0,00:00.0,21ST ST,WORTH ST
26093000,1,6000756.339,2103272.539,304896,37.75522792,-122.4403449,00:00.0,00:00.0,21ST ST,GRAND VIEW AVE
33849000,1,6016900.039,2104604.545,310037,37.75979128,-122.3846075,00:00.0,NULL,21ST ST,END
33848000,1,6016813.172,2104599.731,310036,37.75977326,-122.3849076,00:00.0,NULL,21ST ST,LOUISIANA ST
33850000,1,6017153.22,2104618.574,310038,37.7598438,-122.3837328,00:00.0,NULL,21ST ST,MARYLAND ST
33851000,1,6017596.54,2104643.139,310039,37.75993574,-122.3822013,00:00.0,NULL,21ST ST,WATERFRONT ST
33852000,1,6016357.988,2104467.38,310040,37.75938466,-122.3864726,00:00.0,NULL,21ST ST,MICHIGAN ST
33856000,1,6016076.335,2104450.635,310044,37.75932309,-122.3874456,00:00.0,NULL,21ST ST,ILLINOIS ST
33853000,1,6016819.09,2104492.931,310041,37.75948033,-122.3848797,00:00.0,NULL,21ST ST,LOUISIANA ST
51576000,1,5988968.005,2115058.62,309009,37.786911,-122.4819753,00:00.0,00:00.0,22ND AVE,END
27651000,1,5988961.245,2115006.773,306268,37.78676825,-122.4819949,00:00.0,00:00.0,22ND AVE,WEST CLAY ST
27646000,1,5988973.419,2114684.623,306264,37.78588443,-122.4819292,00:00.0,00:00.0,22ND AVE,LAKE ST
27644000,1,5988998.986,2114008.047,306262,37.78402822,-122.4817912,00:00.0,00:00.0,22ND AVE,CALIFORNIA ST
27540000,1,5989022.515,2113327.283,306178,37.78216041,-122.4816599,00:00.0,00:00.0,22ND AVE,CLEMENT ST
27538000,1,5989049.256,2112622.128,306176,37.78022581,-122.4815157,00:00.0,00:00.0,22ND AVE,GEARY BLVD
27532000,1,5989073.529,2111924.395,306170,37.77831144,-122.4813806,00:00.0,00:00.0,22ND AVE,ANZA ST
27530000,1,5989097.831,2111245.481,306168,37.77644874,-122.4812468,00:00.0,00:00.0,22ND AVE,BALBOA ST
27511000,1,5989122.167,2110565.591,306151,37.77458337,-122.4811129,00:00.0,00:00.0,22ND AVE,CABRILLO ST
27510000,1,5989146.526,2109885.073,306150,37.77271627,-122.4809788,00:00.0,00:00.0,22ND AVE,FULTON ST
27419000,1,5989236.729,2107184.353,306064,37.76530608,-122.480469,00:00.0,00:00.0,22ND AVE,LINCOLN WAY
27417000,1,5989260.375,2106497.042,306062,37.76342028,-122.4803369,00:00.0,00:00.0,22ND AVE,IRVING ST
27411000,1,5989283.715,2105818.6,306056,37.76155882,-122.4802065,00:00.0,00:00.0,22ND AVE,JUDAH ST
27409000,1,5989307.144,2105137.572,306054,37.75969026,-122.4800757,00:00.0,00:00.0,22ND AVE,KIRKHAM ST
27387000,1,5989330.526,2104457.916,306032,37.75782547,-122.4799451,00:00.0,00:00.0,22ND AVE,LAWTON ST
27385000,1,5989353.164,2103780.335,306030,37.75596633,-122.4798172,00:00.0,00:00.0,22ND AVE,MORAGA ST
27340000,1,5989376.342,2103099.62,305985,37.75409861,-122.4796872,00:00.0,00:00.0,22ND AVE,NORIEGA ST
27338000,1,5989399.465,2102420.257,305983,37.7522346,-122.4795576,00:00.0,00:00.0,22ND AVE,ORTEGA ST
23213000,1,5989423.233,2101740.085,302550,37.75036841,-122.4794256,00:00.0,00:00.0,22ND AVE,PACHECO ST
23210000,1,5989446.366,2101060.438,302547,37.74850362,-122.4792959,00:00.0,00:00.0,22ND AVE,QUINTARA ST
23209000,1,5989469.511,2100380.455,302546,37.74663791,-122.4791661,00:00.0,00:00.0,22ND AVE,RIVERA ST
23201000,1,5989492.992,2099701.65,302538,37.74477545,-122.4790353,00:00.0,00:00.0,22ND AVE,SANTIAGO ST
23199000,1,5989516.346,2099021.255,302536,37.74290862,-122.4789048,00:00.0,00:00.0,22ND AVE,TARAVAL ST
23177000,1,5989539.684,2098341.288,302514,37.74104297,-122.4787744,00:00.0,00:00.0,22ND AVE,ULLOA ST
23174000,1,5989562.951,2097663.417,302511,37.73918306,-122.4786444,00:00.0,00:00.0,22ND AVE,VICENTE ST
23173000,1,5989590.249,2096981.76,302510,37.73731299,-122.4785001,00:00.0,00:00.0,22ND AVE,WAWONA ST
23164000,1,5989719.711,2095958.954,302501,37.73451214,-122.4779778,00:00.0,00:00.0,22ND AVE,SLOAT BLVD
23087000,1,5989742.787,2095266.029,302437,37.73261089,-122.4778474,00:00.0,00:00.0,22ND AVE,OCEAN AVE
23086000,1,5989909.176,2094718.755,302436,37.73111787,-122.4772322,00:00.0,00:00.0,22ND AVE,EUCALYPTUS DR
33655000,1,6016632.834,2103997.421,307414,37.75810946,-122.3854893,00:00.0,00:00.0,22ND ST,END
23560000,1,6016384.657,2103983.669,302859,37.75805797,-122.3863467,00:00.0,00:00.0,22ND ST,MICHIGAN ST
23553000,1,6016105.02,2103968.174,302852,37.75799994,-122.3873127,00:00.0,00:00.0,22ND ST,ILLINOIS ST
23558000,1,6015544.742,2103937.128,302857,37.75788365,-122.3892482,00:00.0,00:00.0,22ND ST,TENNESSEE ST
23643000,1,6015266.31,2103921.699,302919,37.75782585,-122.3902101,00:00.0,00:00.0,22ND ST,MINNESOTA ST
23619000,1,6014987.228,2103906.235,302903,37.7577679,-122.3911742,00:00.0,00:00.0,22ND ST,INDIANA ST
23624000,1,6014709.469,2103890.844,302906,37.75771022,-122.3921337,00:00.0,00:00.0,22ND ST,IOWA ST
23625000,1,6014423.211,2103874.982,302907,37.75765077,-122.3931226,00:00.0,00:00.0,22ND ST,PENNSYLVANIA AVE
23657000,1,6014138.23,2103859.191,302933,37.75759158,-122.3941071,00:00.0,00:00.0,22ND ST,MISSISSIPPI ST
23658000,1,6013848.193,2104030.847,302934,37.75804678,-122.3951222,00:00.0,00:00.0,22ND ST,TEXAS ST
23659000,1,6013586.594,2103828.623,302935,37.75747697,-122.3960128,00:00.0,00:00.0,22ND ST,MISSOURI ST
33047000,1,6013299.879,2103812.736,307002,37.75741739,-122.3970032,00:00.0,00:00.0,22ND ST,CONNECTICUT ST
23707000,1,6013019.925,2103797.223,302980,37.75735921,-122.3979703,00:00.0,00:00.0,22ND ST,ARKANSAS ST
23705000,1,6012739.569,2103781.688,302978,37.75730093,-122.3989388,00:00.0,00:00.0,22ND ST,WISCONSIN ST
23703000,1,6012459.202,2103766.153,302976,37.75724265,-122.3999074,00:00.0,00:00.0,22ND ST,CAROLINA ST
23709000,1,6012180.678,2103750.719,302982,37.75718474,-122.4008695,00:00.0,00:00.0,22ND ST,DE HARO ST
23711000,1,6011901.878,2103733.111,302984,37.75712084,-122.4018325,00:00.0,00:00.0,22ND ST,RHODE ISLAND ST
23726000,1,6011621.003,2103719.707,302995,37.75706835,-122.4028029,00:00.0,00:00.0,22ND ST,KANSAS ST
33067000,1,6011542.557,2103715.36,307016,37.75705204,-122.4030739,00:00.0,00:00.0,22ND ST,VERMONT ST
51594000,1,6011342.078,2103704.251,309026,37.75701034,-122.4037665,00:00.0,00:00.0,22ND ST,VERMONT ST
23728000,1,6011274.029,2103700.48,302997,37.75699618,-122.4040016,00:00.0,00:00.0,22ND ST,VERMONT ST
23731000,1,6011062.507,2103688.76,303000,37.75695218,-122.4047323,00:00.0,00:00.0,22ND ST,SAN BRUNO AVE
33626000,1,6010909.872,2103680.302,307391,37.75692042,-122.4052595,00:00.0,00:00.0,22ND ST,UTAH ST
23967000,1,6010493.18,2103657.212,303204,37.75683372,-122.406699,00:00.0,00:00.0,22ND ST,POTRERO AVE
23964000,1,6010506.502,2103414.113,303201,37.75616697,-122.4066358,00:00.0,00:00.0,22ND ST,POTRERO AVE
23966000,1,6010226.842,2103398.617,303203,37.75610877,-122.4076019,00:00.0,00:00.0,22ND ST,HAMPSHIRE ST
23970000,1,6009967.069,2103384.222,303207,37.7560547,-122.4084992,00:00.0,00:00.0,22ND ST,YORK ST
23971000,1,6009696.742,2103369.243,303208,37.75599843,-122.4094331,00:00.0,00:00.0,22ND ST,BRYANT ST
23992000,1,6009424.545,2103354.16,303229,37.75594176,-122.4103734,00:00.0,00:00.0,22ND ST,FLORIDA ST
23993000,1,6009164.223,2103339.735,303230,37.75588755,-122.4112726,00:00.0,00:00.0,22ND ST,ALABAMA ST
23994000,1,6008896.376,2103325.156,303231,37.7558325,-122.4121979,00:00.0,00:00.0,22ND ST,HARRISON ST
23997000,1,6008579.052,2103307.388,303234,37.7557659,-122.413294,00:00.0,00:00.0,22ND ST,TREAT AVE
24077000,1,6008262.482,2103289.662,303310,37.75569945,-122.4143876,00:00.0,00:00.0,22ND ST,FOLSOM ST
24078000,1,6007948.196,2103272.291,303311,37.75563409,-122.4154733,00:00.0,00:00.0,22ND ST,SHOTWELL ST
24081000,1,6007631.683,2103254.797,303314,37.75556826,-122.4165666,00:00.0,00:00.0,22ND ST,SOUTH VAN NESS AVE
24082000,1,6007315.462,2103237.319,303315,37.75550248,-122.417659,00:00.0,00:00.0,22ND ST,CAPP ST
24111000,1,6007000.333,2103219.902,303340,37.75543692,-122.4187476,00:00.0,00:00.0,22ND ST,MISSION ST
24112000,1,6006678.864,2103200.562,303341,37.75536572,-122.4198579,00:00.0,00:00.0,22ND ST,BARTLETT ST
24115000,1,6006358.616,2103181.296,303344,37.75529477,-122.4209641,00:00.0,00:00.0,22ND ST,VALENCIA ST
24117000,1,6006222.236,2103174.423,303346,37.75526821,-122.4214352,00:00.0,00:00.0,22ND ST,SAN JOSE AVE
25623000,1,6005716.912,2103148.957,304475,37.75516978,-122.423181,00:00.0,00:00.0,22ND ST,GUERRERO ST
25624000,1,6005550.123,2103140.268,304476,37.75513651,-122.4237572,00:00.0,00:00.0,22ND ST,AMES ST
25626000,1,6005395.959,2103132.236,304478,37.75510575,-122.4242898,00:00.0,00:00.0,22ND ST,FAIR OAKS ST
25630000,1,6005241.692,2103124.199,304482,37.75507497,-122.4248227,00:00.0,00:00.0,22ND ST,QUANE ST
25631000,1,6005057.957,2103111.261,304483,37.75502907,-122.4254572,00:00.0,00:00.0,22ND ST,DOLORES ST
25656000,1,6004717.308,2103093.94,304507,37.75496225,-122.426634,00:00.0,00:00.0,22ND ST,CHATTANOOGA ST
25659000,1,6004398.426,2103076.635,304509,37.75489671,-122.4277356,00:00.0,00:00.0,22ND ST,CHURCH ST
25664000,1,6004076,2103059.743,304513,37.75483208,-122.4288494,00:00.0,00:00.0,22ND ST,VICKSBURG ST
25667000,1,6003753.976,2103040.575,304515,37.75476122,-122.4299617,00:00.0,00:00.0,22ND ST,SANCHEZ ST
25747000,1,6003112.516,2103005.169,304586,37.75462765,-122.4321775,00:00.0,00:00.0,22ND ST,NOE ST
25753000,1,6002470.813,2102969.75,304592,37.754494,-122.4343941,00:00.0,00:00.0,22ND ST,CASTRO ST
25773000,1,6002030.119,2102940.494,304612,37.75438864,-122.4359161,00:00.0,00:00.0,22ND ST,COLLINGWOOD ST
25771000,1,6001832.266,2102933.68,304610,37.75435869,-122.4365998,00:00.0,00:00.0,22ND ST,DIAMOND ST
25766000,1,6001528.668,2102916.964,304605,37.75429553,-122.4376485,00:00.0,00:00.0,22ND ST,EUREKA ST
25778000,1,6001201.14,2102899.356,304617,37.75422856,-122.4387799,00:00.0,00:00.0,22ND ST,DOUGLASS ST
26092000,1,6000889.865,2102882.667,304895,37.75416502,-122.4398552,00:00.0,00:00.0,22ND ST,WORTH ST
26099000,1,6000578.678,2102865.983,304900,37.75410149,-122.4409302,00:00.0,00:00.0,22ND ST,HOFFMAN AVE
51599000,1,6017223.945,2103862.47,309030,37.75777161,-122.3834356,00:00.0,00:00.0,22ND ST,MARYLAND ST
33854000,1,6016847.014,2104027.064,310042,37.75820271,-122.3847506,00:00.0,NULL,22ND ST,LOUISIANA ST
33855000,1,6017185.442,2104046.261,310043,37.75827413,-122.3835815,00:00.0,NULL,22ND ST,MARYLAND ST
54371000,1,6017751.846,2104074.189,310045,37.7583821,-122.3816246,00:00.0,NULL,22ND ST,END
27649000,1,5988662.294,2114673.065,306267,37.78583459,-122.4830047,00:00.0,00:00.0,23RD AVE,LAKE ST
27647000,1,5988686.898,2113996.823,306265,37.78397925,-122.48287,00:00.0,00:00.0,23RD AVE,CALIFORNIA ST
27543000,1,5988711.531,2113319.79,306181,37.78212175,-122.4827352,00:00.0,00:00.0,23RD AVE,CLEMENT ST
27541000,1,5988738.137,2112615.481,306179,37.78018946,-122.4825915,00:00.0,00:00.0,23RD AVE,GEARY BLVD
27535000,1,5988763.314,2111913.278,306173,37.77826287,-122.482453,00:00.0,00:00.0,23RD AVE,ANZA ST
27533000,1,5988787.813,2111234.249,306171,37.77639987,-122.4823184,00:00.0,00:00.0,23RD AVE,BALBOA ST
27514000,1,5988812.343,2110554.346,306153,37.77453447,-122.4821838,00:00.0,00:00.0,23RD AVE,CABRILLO ST
27513000,1,5988836.898,2109873.739,306152,37.77266714,-122.482049,00:00.0,00:00.0,23RD AVE,FULTON ST
27420000,1,5988926.573,2107173.982,306065,37.76525957,-122.481541,00:00.0,00:00.0,23RD AVE,LINCOLN WAY
27418000,1,5988950.227,2106486.418,306063,37.76337308,-122.4814088,00:00.0,00:00.0,23RD AVE,IRVING ST
27412000,1,5988973.567,2105807.989,306057,37.76151166,-122.4812784,00:00.0,00:00.0,23RD AVE,JUDAH ST
27410000,1,5988996.997,2105126.935,306055,37.75964303,-122.4811475,00:00.0,00:00.0,23RD AVE,KIRKHAM ST
27388000,1,5989020.378,2104447.295,306033,37.75777828,-122.4810169,00:00.0,00:00.0,23RD AVE,LAWTON ST
27386000,1,5989042.839,2103769.674,306031,37.75591902,-122.4808896,00:00.0,00:00.0,23RD AVE,MORAGA ST
27381000,1,5989066.318,2103089.009,306026,37.75405146,-122.4807586,00:00.0,00:00.0,23RD AVE,NORIEGA ST
27379000,1,5989089.443,2102409.606,306024,37.75218734,-122.4806289,00:00.0,00:00.0,23RD AVE,ORTEGA ST
23271000,1,5989112.85,2101729.421,302603,37.7503211,-122.4804982,00:00.0,00:00.0,23RD AVE,PACHECO ST
23270000,1,5989135.983,2101049.774,302602,37.74845631,-122.4803684,00:00.0,00:00.0,23RD AVE,QUINTARA ST
23260000,1,5989205.841,2099010.657,302592,37.74286149,-122.4799776,00:00.0,00:00.0,23RD AVE,TARAVAL ST
23232000,1,5989229.02,2098330.49,302567,37.74099528,-122.4798477,00:00.0,00:00.0,23RD AVE,ULLOA ST
23176000,1,5989252.113,2097652.774,302513,37.73913578,-122.4797183,00:00.0,00:00.0,23RD AVE,VICENTE ST
23175000,1,5989271.429,2096971.4,302512,37.73726603,-122.4796017,00:00.0,00:00.0,23RD AVE,WAWONA ST
23166000,1,5989291.443,2095975.432,302503,37.73453252,-122.4794596,00:00.0,00:00.0,23RD AVE,CRESTLAKE DR \ SLOAT BLVD
23091000,1,5989342.252,2095252.054,302440,37.73254926,-122.4792311,00:00.0,00:00.0,23RD AVE,OCEAN AVE
23089000,1,5989359.943,2094737.951,302438,37.7311387,-122.4791323,00:00.0,00:00.0,23RD AVE,EUCALYPTUS DR
50712000,1,6017354.393,2103106.67,308262,37.75570355,-122.3829318,00:00.0,00:00.0,23RD ST,END
23549000,1,6016157.616,2103037.058,302849,37.75544621,-122.3870659,00:00.0,00:00.0,23RD ST,ILLINOIS ST
23556000,1,6015597.293,2103005.899,302855,37.75532961,-122.3890015,00:00.0,00:00.0,23RD ST,TENNESSEE ST
23616000,1,6015311.537,2102990.009,302900,37.75527013,-122.3899886,00:00.0,00:00.0,23RD ST,MINNESOTA ST
23617000,1,6015041.348,2102974.984,302901,37.75521389,-122.3909219,00:00.0,00:00.0,23RD ST,INDIANA ST
23622000,1,6014757.89,2102959.221,302905,37.75515488,-122.3919011,00:00.0,00:00.0,23RD ST,IOWA ST
23621000,1,6014473.336,2102943.398,302904,37.75509563,-122.3928841,00:00.0,00:00.0,23RD ST,PENNSYLVANIA AVE
54005000,1,6014041.369,2102919.377,309711,37.75500567,-122.3943763,00:00.0,00:00.0,23RD ST,END
23629000,1,6013914.684,2102912.332,302910,37.75497928,-122.3948139,00:00.0,00:00.0,23RD ST,TEXAS ST
23637000,1,6013588.014,2102901.715,302915,37.75493196,-122.3959429,00:00.0,00:00.0,23RD ST,MISSOURI ST
23641000,1,6013374.641,2102823.952,302917,37.75470657,-122.3966754,00:00.0,00:00.0,23RD ST,DAKOTA ST
23642000,1,6013071.059,2102873.81,302918,37.75482657,-122.3977287,00:00.0,00:00.0,23RD ST,ARKANSAS ST
23699000,1,6012791.657,2102849.882,302972,37.7547453,-122.3986933,00:00.0,00:00.0,23RD ST,WISCONSIN ST
51623000,1,6012708.286,2102845.246,309049,37.75472792,-122.3989813,00:00.0,00:00.0,23RD ST,END
33046000,1,6012535.092,2102835.614,307001,37.75469183,-122.3995796,00:00.0,00:00.0,23RD ST,CAROLINA ST
23702000,1,6012489.155,2102833.06,302975,37.75468225,-122.3997383,00:00.0,00:00.0,23RD ST,CAROLINA ST
23708000,1,6012232.26,2102818.774,302981,37.7546287,-122.4006257,00:00.0,00:00.0,23RD ST,DE HARO ST
23710000,1,6011953.279,2102803.261,302983,37.75457054,-122.4015894,00:00.0,00:00.0,23RD ST,RHODE ISLAND ST
23725000,1,6011673.02,2102787.676,302994,37.75451211,-122.4025575,00:00.0,00:00.0,23RD ST,KANSAS ST
23727000,1,6011393.492,2102772.132,302996,37.75445382,-122.4035231,00:00.0,00:00.0,23RD ST,VERMONT ST
23729000,1,6011115.217,2102756.657,302998,37.75439578,-122.4044844,00:00.0,00:00.0,23RD ST,SAN BRUNO AVE
33638000,1,6010956.687,2102747.841,307400,37.75436271,-122.405032,00:00.0,00:00.0,23RD ST,SFGH ACCESS
23730000,1,6010834.469,2102741.045,302999,37.75433722,-122.4054542,00:00.0,00:00.0,23RD ST,UTAH ST
23962000,1,6010545.429,2102724.972,303199,37.75427692,-122.4064526,00:00.0,00:00.0,23RD ST,POTRERO AVE
23963000,1,6010539.512,2102829.718,303200,37.7545642,-122.4064805,00:00.0,00:00.0,23RD ST,POTRERO AVE
23965000,1,6010259.262,2102814.352,303202,37.75450632,-122.4074486,00:00.0,00:00.0,23RD ST,HAMPSHIRE ST
23969000,1,6010000.397,2102800.158,303206,37.75445286,-122.4083428,00:00.0,00:00.0,23RD ST,YORK ST
23960000,1,6009736.8,2102785.705,303197,37.75439841,-122.4092534,00:00.0,00:00.0,23RD ST,BRYANT ST
23961000,1,6009456.992,2102770.362,303198,37.7543406,-122.4102199,00:00.0,00:00.0,23RD ST,FLORIDA ST
23977000,1,6009196.397,2102756.074,303214,37.75428676,-122.4111201,00:00.0,00:00.0,23RD ST,ALABAMA ST
23979000,1,6008927.994,2102741.002,303216,37.75423032,-122.4120473,00:00.0,00:00.0,23RD ST,HARRISON ST
23988000,1,6008611.402,2102723.527,303225,37.75416457,-122.4131409,00:00.0,00:00.0,23RD ST,TREAT AVE
23991000,1,6008295.1,2102706.069,303228,37.75409887,-122.4142335,00:00.0,00:00.0,23RD ST,FOLSOM ST
24065000,1,6007980.531,2102688.706,303298,37.75403352,-122.4153201,00:00.0,00:00.0,23RD ST,SHOTWELL ST
24075000,1,6007664.016,2102671.236,303308,37.75396776,-122.4164135,00:00.0,00:00.0,23RD ST,SOUTH VAN NESS AVE
24076000,1,6007347.772,2102653.78,303309,37.75390204,-122.4175059,00:00.0,00:00.0,23RD ST,CAPP ST
24094000,1,6007032.792,2102636.395,303327,37.75383657,-122.4185939,00:00.0,00:00.0,23RD ST,MISSION ST
24096000,1,6006711.021,2102618.634,303328,37.75376969,-122.4197054,00:00.0,00:00.0,23RD ST,BARTLETT ST
24106000,1,6006390.642,2102600.951,303336,37.75370308,-122.4208121,00:00.0,00:00.0,23RD ST,VALENCIA ST
24110000,1,6006186.335,2102589.618,303339,37.75366044,-122.4215179,00:00.0,00:00.0,23RD ST,SAN JOSE AVE
25607000,1,6005749.025,2102565.359,304460,37.75356917,-122.4230285,00:00.0,00:00.0,23RD ST,GUERRERO ST
25625000,1,6005583.353,2102556.327,304477,37.75353502,-122.4236008,00:00.0,00:00.0,23RD ST,AMES ST
25608000,1,6005428.336,2102547.876,304461,37.75350306,-122.4241362,00:00.0,00:00.0,23RD ST,FAIR OAKS ST
